No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,PoissonRatio
3617,GJ04-062436,J.CeramicSoc.Japan,1986,v.094p.1041,Glass,Lead-Silicate,,,,,,,,,,,,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
11277,XP06-252551,JapanesePatentOharaInc.(J),2003,A192385,Glass-Ceramics,Alumino-Silicate,,,,,,,OpticalFiber,OpticalConnector,,,,Heattreatment:610C5h+720C5hEx.2,,50.12,0,20.67,0,0,0.87,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,1.26,0,0,0.81,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
18030,GJ05-353107,J.Non-CrystallineSolids,2014,v.388p.0037,Glass,Boro-Silicate,,,Melting,,,,,,,,annealedfor2h.,S2-Bi2O3,,68.63,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2009
12672,XP03-272697,USPatentHoyaCorp.(J),2006,A0040142,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,750C4h+950C4h,Ex.3-2,,51.87,0,11.03,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.99,0,0,0,0,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246
1835,GB02-019716,HandbookofGlassData,1987,v.00Cp.0204,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
8235,GJ02-186683,GlassPhysics&Chemistry,1999,v.025p.0257,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,60,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
4693,GP07-092836,USPatentSchottGlassTech.(US),1985,A4554259,Glass,Zinc-Silicate,Alumino-Silicate,,NonAlkali,,,,SubstrateforPhotolithographyMask,,,,,,,64.86,3.2,8.56,3.18,3.17,4.26,0,0,0,0,0,0,0,0,0,12.64,0,0,0,0,0,0,0.08,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245
8455,XP06-289798,JapanesePatentCorningInc.(US),2009,A504563,Glass-Ceramics,Alumino-Silicate,,,,,,,Substrate,LiquidCrystalDisplay,SolarCell,,,Ex.103,,74.98,0,13.87,0,0,0.04,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232
3574,GB01-087292,GlassHandBook(J),1975,v.001p.0097,Glass,Silica,,,,,,,,,,,,Transparent,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
7494,GJ01-259424,J.Non-CrystallineSolids,2004,v.344p.0026,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
4620,GJ02-091218,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,69,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
18540,GP06-356684,USPatentCorningInc.(US),2014,A0141226,Glass,Alumino-Silicate,AlkaliSilicate,,Melting,SheetGlass,,,ChemicalStrengthen,ElectronicsElectrical,Display,,,ex.ANO,,55,0,24.5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229
2826,GC02-052105,AsahiGlass(J),,Sunlux-TGR25,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,ArchitectureTrafficIndustry,Window,,,,,,71.39,0,1.17,4.43,9.56,0,0,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
8694,GI06-191686,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,Anneal:at670Cfor1hr.,GlassNameC046.Melt:inPtat1640Cfor7hr.Crystalsalittle.,,65.32,0,15.24,0,0,0,7.3,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
11990,XP03-262404,USPatentHoyaCorp.(J),2004,A0241455,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,OpticalMemory,Magneto-OpticalMemory,Substrate,MagneticMemoryDisk,,Ex.1-2Heattreatment:810C4h;1000C4h,,50.25,0,10.51,31.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
18570,GP06-356854,USPatentCorningInc.(US),2014,A0179510,Glass,Alumino-Silicate,Alkaline-earthSilicate,,Melting,SheetGlass,,,Display,LiquidCrystalDisplay,,,,ex.17,,68.11,4.5,12.72,4.38,6.44,0.02,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234
4612,GJ02-091210,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,64,0,21,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233
2436,GB02-025734,HandbookofGlassData,1987,v.00Cp.0450,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,66,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224
14039,GP03-293595,USPatentHoyaCorp.(J),2009,A7595273,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.8,,64,0,5,0,12.5,3,5,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237
2299,GJ02-041112,GlassPhysics&Chemistry,1981,v.007p.0131,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219
7300,GJ02-251268,GlassPhysics&Chemistry,2003,v.029p.0002,Glass,AlkaliSilicate,,,,,,,,,,,,,,82.47,0,0,0,0,0,0,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27
786,GJ03-008313,GlassScienceandTechnology,1978,v.051p.0008,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,70.5,0,0,0,25,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223
12841,GP02-275547,USPatentSaint-Gobain(FR),2006,A7153798,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,Ex.1,,69.62,0,1.28,0.15,9.45,0.04,0,16.09,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
2800,GC05-051453,CorningInc.(US),1987,7740,Glass,Boro-Silicate,,,Tube,BlownBottleBulb,Pressed,LowAlkali,General,LaboratoryWare,ChemicalPlant,CookingWareCulinary,,PYREXTubularGageOilCupCylinderGlass,,83.27,11.53,1.21,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2017,GB02-025633,HandbookofGlassData,1987,v.00Cp.0434,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,72,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
10569,XP03-225183,USPatent,2002,A0028740,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,X.Zouetal.(JP)1sttreatment:800C4h2ndtreatment:1000C4hCrystal:Mg-Al-titanate,,50.54,0,10.43,30.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
730,GB02-006433,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70.2,0,0,0,18.6,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218
18027,GJ05-353104,J.Non-CrystallineSolids,2014,v.388p.0037,Glass,Boro-Silicate,,,Melting,,,,,,,,annealedfor2h.,S4-BaO,,67.3,28.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2057
18016,GJ02-353053,J.Non-CrystallineSolids,2014,v.387p.0071,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,,,,,,,,annealedat575Cfor1h.,,,61.8,0,9.93,0,0,0,28.24,0.0308,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
6312,GB06-139713,HandbookofGlassData,1993,v.00Ep.0561,Glass,Alumino-Silicate,,,,,,,,,,,,p571574,,64.1,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229
2296,GJ02-041109,GlassPhysics&Chemistry,1981,v.007p.0131,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204
10613,GP02-225359,USPatentSaint-Gobain(FR),2002,A0065187,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,,,64.12,0,0.26,0.1,14.25,0,0,21.27,0.006371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
5527,GJ02-176243,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,,,,,,,,,,,,D.S.Sanditov,,83.3,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
4263,GJ02-082125,GlassPhysics&Chemistry,1979,v.005p.0278,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
5136,GJ09-162458,J.MaterialsScienceLetters,1995,v.014p.0697,Glass,OtherSilicate,,,,,,,,,,,,,,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1743
18212,GP06-353983,USPatentCorningInc.(US),2014,A1016172,Glass,Alumino-Silicate,AlkaliSilicate,,Melting,,,,ChemicalStrengthen,,,,,ex.183,,65.53,5.12,13.22,2.89,0.05,0,0,13.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
3218,GC03-051416,CorningInc.(US),2003,7059,Glass,Alkaline-earthSilicate,Boro-Silicate,Alumino-Silicate,SheetGlass,NonAlkali,PowderFrit,,SubstrateforPhotolithographyMask,,,,,FusionGlassSubstrate,,62.64,16.55,7.53,0,0,12.52,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2861,GJ02-041116,GlassPhysics&Chemistry,1981,v.007p.0131,Glass,AlkaliSilicate,,,,,,,,,,,,,,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
11247,GJ05-252145,PhysicsandChemistryofGlasses,2003,v.044p.0383,Glass,Boro-Silicate,,,MixedAlkali,,,,RadioActiveWasteSolidi,,,,,,,53.33,16.34,0,0,0,0,9.06,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
5531,GJ02-176247,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,,,,,,,,,,,,D.S.Sanditov,,80.4,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
10603,GP04-225329,USPatentSchottAG(DE),2002,A0058577,Glass,Lead-Silicate,,,,,,,OpticalUse,Display,,,,,,56.54,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,41.56,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
5180,GB02-164778,FundamentalsofInorganicGlasses,1994,v.001p.0169,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
3872,GB02-071358,HandbookofGlassData,1983,v.00Ap.0326,Glass,AlkaliSilicate,,,,,,,,,,,,,,67,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
3619,GJ02-062447,J.AmericanCeramicSoc.,1972,v.055p.0360,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,Pressuredependencedata.,,57.5,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
7472,GJ02-258708,PhysicsandChemistryofGlasses,2004,v.045p.0037,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,80,0,0,0,7.9,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
18024,GJ05-353101,J.Non-CrystallineSolids,2014,v.388p.0037,Glass,Boro-Silicate,,,Melting,,,,,,,,annealedfor2h.,S1-BaO,,69.31,29.7,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927
1856,GB02-019772,HandbookofGlassData,1987,v.00Cp.0213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70.5,0,0,0,18.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
3622,GJ02-062451,J.AmericanCeramicSoc.,1972,v.055p.0360,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,Pressuredependencedata.,,55,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241
5188,GB02-164788,FundamentalsofInorganicGlasses,1994,v.001p.0170,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
3871,GB02-071353,HandbookofGlassData,1983,v.00Ap.0325,Glass,AlkaliSilicate,,,,,,,,,,,,,,66.7,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232
4629,GJ02-091241,GlassPhysics&Chemistry,1980,v.006p.0372,Glass,AlkaliSilicate,,,,,,,,,,,,,,58.7,0,0,0,0,0,41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231
3249,GB02-071354,HandbookofGlassData,1983,v.00Ap.0325,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
8765,GI05-191776R,NGF'sAdditionalNewData(J),2001,v.004p.0005,Glass,Boro-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,Annealing:at600Cfor1h.,GlassNameC142Melting:inPt-Rhcrucibleat1200Cfor7h.,,57.24,15.72,0,4.92,0,5.8,0,10.12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
758,GB02-006493,HandbookofGlassProperties,1986,v.001p.0326,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,78.2,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
7538,GJ02-176278,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,62.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272
7548,GJ02-176292,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,D.S.Sanditov,,55.56,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254
840,GB02-006615,HandbookofGlassProperties,1986,v.001p.0330,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,60,0,15,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227
698,GB02-004787,HandbookofGlassProperties,1986,v.001p.0312,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232
2091,GB02-019757,HandbookofGlassData,1987,v.00Cp.0209,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,65,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277
8230,GJ02-186678,GlassPhysics&Chemistry,1999,v.025p.0257,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,51,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
18201,GP06-353969,USPatentCorningInc.(US),2014,A1016172,Glass,Alumino-Silicate,AlkaliSilicate,,Melting,,,,ChemicalStrengthen,,,,,ex.20,,63.39,7.02,14.04,1.03,0.07,0,0,13.84,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
2433,GB06-025731,HandbookofGlassData,1987,v.00Cp.0450,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,67,0,20,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231
9122,GP02-206822,EuropeanPatentCorningInc.(US),2000,A0980341,Glass,AlkaliSilicate,Zinc-Silicate,,Molded,,,,Lens&Prism,,,,,,,67.44,0.88,1.77,4.71,0,0,0,8.77,6.42,0,0,0,0,0,0,9.29,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
