No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,FractureToughness(MPa.m1/2)
15089,GP02-301885,JapanesePatentAsahiGlass(J),2011,A123924,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.6,,62,0,13,3,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
8607,GI06-190631R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alumino-Silicate,AlkaliSilicate,OtherSilicate,,,,,MagneticRecordingHead,,,,Anneal:at700Cfor2hr.,GlassNameA49.Melt:inPtat1600Cfor5hr.GlassforChem.Strengthen.,,65.24,0,9.67,0,0,0,10,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
8713,GI03-191706,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Anneal:at620Cfor2hr.,GlassNameC066Melt:inPtPtRhat1600Cfor4hr.Defectexist.,,64.08,0,5.08,0.22,14.87,5.2,0,5.73,4.77,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64
16957,GP03-314915,JapanesePatentAsahiGlass(J),2014,A088320,Glass,Alkaline-earthSilicate,Alumino-Silicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.4,,69.54,6.89,7,8.3,5.29,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
15407,XP06-305037,JapanesePatentOharaInc.(J),2011,A201758,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,670C+800C,Ex.11crystal:RAl2O4,,50.79,0.96,11.81,13.28,0,0,0,4.32,0,0,0,0,0,0,0,11.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0.16,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18133,GP03-353770,USPatentHoyaCorp.(J),2013,A0343166,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.5,,61,0,11,19.5,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4860,GJ05-141504,J.MaterialsScience,1993,v.028p.3014,Glass,Boro-Silicate,,,,,,,,,,,,Lappingofglass:BK7,,74,10,0,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83
8768,GI06-191779R,NGF'sAdditionalNewData(J),2001,v.004p.0005,Glass,Alumino-Silicate,Boro-Silicate,Alkaline-earthSilicate,NonAlkali,,,,Substrate,ElectronicsElectrical,,,Annealing:at870Cfor1h.,GlassNameC145Melting:inPt-Rhcrucibleat1600Cfor7h.,,68.53,5.17,6.69,6.63,6.58,0,0,0,3.46,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
15885,GJ02-308379,J.Non-CrystallineSolids,2012,v.358p.001474,Glass,AlkaliSilicate,,,MixedAlkali,,,,,,,,AnnealedatTgfor2hr.,,,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
18163,GP03-353838,USPatentHoyaCorp.(J),2014,A0036644,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.7,,61,0,11,19.5,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14333,GP03-296519,USPatentKonicaMinolta(J),2010,A7687419,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.3,,60.45,0.97,8.71,13.22,0,0,8,2.87,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.23,0,0,0,0,3.53,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06
15086,GP02-301881,JapanesePatentAsahiGlass(J),2011,A123924,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.2,,64.5,0,12,0,0,0,12.8,5.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
9331,GP03-314914,JapanesePatentAsahiGlass(J),2014,A088320,Glass,Alkaline-earthSilicate,Alumino-Silicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.3,,73.56,9.12,6.61,0,7.85,0.42,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
8763,GI05-191774R,NGF'sAdditionalNewData(J),2001,v.004p.0005,Glass,Boro-Silicate,,,,,,,,,,,Annealing:at590Cfor1h.,GlassNameC140Melting:inPtcrucibleat1200Cfor7h.,,60.15,14.29,0,4.97,5.83,0,0,9.64,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
14547,GJ02-298043,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,65,0,0,0,15,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62
9767,GP06-213899,USPatentAsahiGlass(J),2001,A6297182,Glass,Alumino-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,Substrate,SubstrateforDisplay,,,,,,64.05,4.37,7.17,5.46,6.35,0,0,5.95,5.15,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
776,GI01-008299,Proc.ICG,1983,v.002p.1112,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795
14990,GP02-301057,JapanesePatentOharaInc.(J),2011,A040145,Glass,AlkaliSilicate,,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,63.93,0.9,4.89,3.09,1.11,0,10.44,6.04,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0,2.02,0.14,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
3408,GI02-081685,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,annealedat540C1h.,,,70,0,0,0,10,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64
8667,GI06-191656R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,ElectronicsElectrical,Substrate,,,Annealing:at790Cfor1hr.,GlassNameC016.Melting:inPtRhcrucibleat1650Cfor27hr.,,60,0,15,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
11665,GP02-256724,USPatentKonicaMinolta(J),2004,A0063564,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.10,,60.89,3.65,3.58,3.73,3.83,0,8.95,4.73,1.6,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.07,1.38,0,0,0,0,2.86,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84
14868,GP02-299797,USPatentCentralGlass(J),2010,A0273635,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,Window,,,,,Ex.7,,68.55,0,0.72,15.44,2.28,0.04,0,3.54,7.25,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82
8603,GI06-190627R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,GlassNameA46.Melt:inPtat1550Cfor5hr.Anneal:at850Cfor2hr.GlassforChem.Strengthen.,,64.21,0,10.04,0,5.09,0,10.45,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06
14548,GJ02-298044,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,65,0,0,0,15,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
2729,GJ02-037027,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,AlkaliSilicate,,,,,,,,,,,,8Figures1Table,,60,0,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64
15565,GP02-306218,USPatentAsahiGlass(J),2011,A0312483,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.1,,61.9,0,13,3,0,0,10.7,6.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
11090,GJ02-241089,J.MaterialsScience,1987,v.022p.1682,Glass,AlkaliSilicate,Alumino-Silicate,Boro-Silicate,,,,,,,,,Annealing:from50KaboveTgtoRTat5K/min.,,,63,18,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946
8255,XJ02-187065,J.AmericanCeramicSoc.,1999,v.082p.2509,Glass-Ceramics,AlkaliSilicate,Alkaline-earthSilicate,Fluoro-Silicate,GlassCeramics,,,,,,,,,,,60.84,0,0,0,18.8,0,0,8.35,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
12403,GP06-268632,JapanesePatentKonicaMinolta(J),2005,A272212,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,KonicaMinoltaOpt.Co.Ltd.Ex.7,,61.95,0.99,8.89,8.85,0,0,8.17,2.93,1.53,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0.09,0.23,0,0,0,0,3.6,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
6997,XP02-163128,JapanesePatentCorningInc.(US),1995,A187710,Glass-Ceramics,AlkaliSilicate,Zinc-Silicate,,,,,,,,,,,,,63.2,0,0,0,0,0,28.24,0,3.52,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83
18344,XP02-355858,JapanesePatentAsahiGlass(J),2012,AW121116,Glass-Ceramics,AlkaliSilicate,,,Melting,GlassCeramics,,,Display,,,,537C2h+800C4h,ex.25,,64.3,0,2.7,0,0,0,27.6,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
6998,GP02-226088,EuropeanPatentPilkington(GB),2002,A1218303,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,,,73.16,0,0.38,0.15,12.55,0,0,13.26,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67
6124,GI06-190638R,NGF'sAdditionalNewData(J),2000,v.002p.0003,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Substrate,,,,,GlassNameA57Melting:inPt-Rhcrucibleat1760Cfor5hr.Annealing:at890Cfor2hr.,,70.1,0,15.06,0,0,5,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22
10060,GI04-218515,Proc.ICG,1998,v.A07p.:011,Glass,Lead-Silicate,AlkaliSilicate,,,,,,WasteDisposal,,,,,,,52.09,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,29.13,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
15164,XP02-302394,USPatent,2011,A0009254,Glass-Ceramics,AlkaliSilicate,,,Machinable,,,,Dental,ArtificialTooth,,,500C30min+650C20min,Ex.4othercrystal:Li-phosphate,,62.84,0,2.72,0,0,0,27.83,0,2.47,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
5880,GJ02-185138,J.Non-CrystallineSolids,1999,v.253p.0126,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,75,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83
15675,GP02-307217,JapanesePatentAsahiGlass(J),2012,A020921,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.G52,,62,0,13,3,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
7170,GJ02-240961,J.MaterialsScienceLetters,1988,v.007p.0791,Glass,AlkaliSilicate,Boro-Silicate,,Sol-Gel,,,,,,,,,Others:sodiumnitrateHv:maxvalue,,88.32,6.38,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
15674,GP02-307216,JapanesePatentAsahiGlass(J),2012,A020921,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.G51,,61.94,0,12.99,3,0,0,6.69,6.69,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
6122,GI06-190635R,NGF'sAdditionalNewData(J),2000,v.002p.0003,Glass,Alumino-Silicate,AlkaliSilicate,OtherSilicate,,,,,Substrate,,,,Annealing:at750Cfor2hr.,GlassNameA54.Melting:inPt-Rhcrucibleat1760Cfor5hr.,,70.66,0,14.9,3.96,0,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
12247,XP02-266133,USPatent,2005,A0098064,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,,,,,M.Schweigeretal.Ex.17,,63.28,0,0.59,0.13,0,0,29.08,0.09,2.19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0.13,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
8867,XP06-302664,USPatentCorningInc.(US),2011,A0092353,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Container,,,,Ex.11othercrystal:sapphirine,,71.71,0,12.75,1.98,0,0,7.43,0.1,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
15264,XP02-302999,EuropeanPatent,2011,A2284133,Glass-Ceramics,AlkaliSilicate,,,Translucent,,,,Dental,ArtificialTooth,,,650C20min+850C10min,Ex.2othercrystal:Li-phosphate,,64.73,0,0.57,0,0,0,30.32,0,2.49,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
3863,GI02-095967,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,annealedat540C1h.,,,70,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
14988,XP06-301055,JapanesePatentOharaInc.(J),2011,A040145,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.3,,56.35,4.71,7.72,8.14,2.34,0,0,6.35,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0.15,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
3414,GI02-081691,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,annealedat540C1h.,,,75,0,0,3.75,6.25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09
14904,GP02-300050,EuropeanPatentCentralGlass(J),2010,A2233445,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Window,Substrate,,,,Ex.8,,67.47,0,1.03,14.98,2.53,0.04,0,4.28,4.78,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
2438,GI02-047431,Proc.ICG,1986,v.001p.0225,Glass,AlkaliSilicate,,,,,,,,,,,,,,73.78,0,0,0,10.7,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
15948,GP02-308918,JapanesePatentOharaInc.(J),2012,A146393,Glass,AlkaliSilicate,,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.G5,,63.93,0.9,4.89,3.09,1.11,0,10.44,6.04,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0,2.02,0.14,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
9018,GP06-205248,JapanesePatentAsahiGlass(J),2000,A203874,Glass,Alumino-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,Substrate,PlasmaDisplay,,,,,,63.97,4.66,7,7.25,2.32,0,0,7.12,5.17,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73
17514,GP02-340131,USPatentOthers,2012,A0183812,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,Disk,,,,Magneto-OpticalMemory,Substrate,,,,Ex.12,,61.67,2.65,7.22,6.7,0,0,12.93,1.88,2.93,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0.62,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
6311,GB06-139712,HandbookofGlassData,1993,v.00Ep.0561,Glass,Alumino-Silicate,,,,,,,,,,,,p571574,,60.9,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21
11743,GJ02-259429,J.Non-CrystallineSolids,2004,v.344p.0037,Glass,AlkaliSilicate,,,,,,,,,,,,,,69.5,0,5.4,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
12620,GP02-271942,JapanesePatentCentralGlass(J),2006,A096594,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,Substrate,,,,Ex.5,,65.58,0,2.45,15.51,0,0,0,5.05,9.29,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784
12436,GP02-268891,JapanesePatentCentralGlass(J),2005,A324992,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,Substrate,,,,Ex.5,,59.7,0,6.68,18.91,0.22,0,0,7.9,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88
10054,GI04-218509,Proc.ICG,1998,v.A07p.:011,Glass,Lead-Silicate,AlkaliSilicate,,,,,,WasteDisposal,,,,,,,62.38,0,0,0,0,0,0,0,5.93,0,0,0,0,0,0,0,0,0,28.78,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68
11848,GP02-261081,JapanesePatentKonicaMinolta(J),2004,A277232,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,68.08,4.75,5.59,0,0,0,12.28,5.43,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.23,0,0,0,0,1.46,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
11577,GP02-256020,JapanesePatentKonicaMinolta(J),2004,A161597,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticRecordingHead,,,,Ex.5,,65.86,2.96,2.87,5.57,5.76,0,7.1,3.72,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.78,0,0,0,0,2.26,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
